# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F509 ;	emoji ;	714 ;	low, sound, speaker, volume, wave ;	x 	# V6.0 (🔉) speaker with one sound wave
U+1F50A ;	emoji ;	715 ;	3, high, loud, sound, speaker, three, volume, waves ;	j 	# V6.0 (🔊) speaker with three sound waves
U+1F568 ;	emoji ;	716 ;	communication, sound, speaker ;	w 	# V7.0 (🕨) right speaker
U+1F569 ;	emoji ;	717 ;	communication, sound, speaker, wave ;	x 	# V7.0 (🕩) right speaker with one sound wave
U+1F56A ;	emoji ;	718 ;	3, communication, sound, speaker, three, waves ;	x 	# V7.0 (🕪) right speaker with three sound waves
U+1F56B ;	emoji ;	719 ;	bullhorn, communication, sound ;	w 	# V7.0 (🕫) bullhorn
U+1F56C ;	emoji ;	720 ;	bullhorn, communication, loud, sound, waves ;	w 	# V7.0 (🕬) bullhorn with sound waves
U+1F4E2 ;	emoji ;	721 ;	address, communication, hand, loud, loudspeaker, public, sound ;	j 	# V6.0 (📢) public address loudspeaker
U+1F4E3 ;	emoji ;	722 ;	cheering, communication, mega, megaphone, sound ;	j 	# V6.0 (📣) cheering megaphone
U+1F4EF ;	emoji ;	723 ;	communication, horn, object, postal, sound ;	x 	# V6.0 (📯) postal horn
U+1F514 ;	emoji ;	724 ;	bell, sound ;	j 	# V6.0 (🔔) bell
U+1F515 ;	emoji ;	725 ;	bell, forbidden, no, not, prohibited, sound ;	x 	# V6.0 (🔕) bell with cancellation stroke
U+1F56D ;	emoji ;	726 ;	bell, ring, sound ;	w 	# V7.0 (🕭) ringing bell
U+1F500 ;	emoji ;	727 ;	arrow, crossed ;	x 	# V6.0 (🔀) twisted rightwards arrows
U+1F501 ;	emoji ;	728 ;	arrow, clockwise, repeat ;	x 	# V6.0 (🔁) clockwise rightwards and leftwards open circle arrows
U+1F502 ;	emoji ;	729 ;	arrow, clockwise, once ;	x 	# V6.0 (🔂) clockwise rightwards and leftwards open circle arrows with circled one overlay
U+25B6 ;	text ;	730 ;	arrow, play, right, sound, triangle ;	ajw 	# V1.1 (▶) black right-pointing triangle
U+23F5 ;	text ;	731 ;	arrow, play, right, sound, triangle ;	w 	# V7.0 (⏵) black medium right-pointing triangle
U+23E9 ;	emoji ;	732 ;	arrow, double, fast, forward, sound ;	jw 	# V6.0 (⏩) black right-pointing double triangle
U+23ED ;	text ;	733 ;	arrow, next scene, next track, sound, triangle ;	w 	# V6.0 (⏭) black right-pointing double triangle with vertical bar
U+23EF ;	text ;	734 ;	arrow, pause, play, right, sound, triangle ;	x 	# V6.0 (⏯) black right-pointing triangle with double vertical bar
U+25C0 ;	text ;	735 ;	arrow, left, reverse, sound, triangle ;	ajw 	# V1.1 (◀) black left-pointing triangle
U+23F4 ;	text ;	736 ;	arrow, left, reverse, sound, triangle ;	w 	# V7.0 (⏴) black medium left-pointing triangle
U+23EA ;	emoji ;	737 ;	arrow, double, rewind, sound ;	jw 	# V6.0 (⏪) black left-pointing double triangle
U+23EE ;	text ;	738 ;	arrow, previous scene, previous track, sound, triangle ;	w 	# V6.0 (⏮) black left-pointing double triangle with vertical bar
U+1F53C ;	emoji ;	739 ;	arrow, button, red ;	j 	# V6.0 (🔼) up-pointing small red triangle
U+23F6 ;	text ;	740 ;	arrow, sound, triangle, up ;	w 	# V7.0 (⏶) black medium up-pointing triangle
U+23EB ;	emoji ;	741 ;	arrow, double, sound ;	j 	# V6.0 (⏫) black up-pointing double triangle
U+1F53D ;	emoji ;	742 ;	arrow, button, down, red ;	j 	# V6.0 (🔽) down-pointing small red triangle
U+23F7 ;	text ;	743 ;	down, sound ;	w 	# V7.0 (⏷) black medium down-pointing triangle
U+23EC ;	emoji ;	744 ;	arrow, double, down, sound ;	j 	# V6.0 (⏬) black down-pointing double triangle
U+23F8 ;	text ;	745 ;	bar, double, pause, sound, vertical ;	w 	# V7.0 (⏸) double vertical bar
U+23F9 ;	text ;	746 ;	sound, square, stop ;	w 	# V7.0 (⏹) black square for stop
U+23FA ;	text ;	747 ;	circle, record, sound ;	w 	# V7.0 (⏺) black circle for record
U+23CF ;	text ;	748 ;	eject, sound ;	x 	# V4.0 (⏏) eject symbol
U+1F3BC ;	emoji ;	749 ;	activity, music, score, sound ;	j 	# V6.0 (🎼) musical score
U+2669 ;	text ;	750 ;	music, note, quarter, sound ;	x 	# V1.1 (♩) quarter note
U+266A ;	text ;	751 ;	eighth, music, note, sound ;	x 	# V1.1 (♪) eighth note
U+1F3B5 ;	emoji ;	752 ;	activity, music, note, sound ;	j 	# V6.0 (🎵) musical note
U+1F39C ;	emoji ;	753 ;	ascending, beamed, music, note, sound ;	w 	# V7.0 (🎜) beamed ascending musical notes
U+1F39D ;	emoji ;	754 ;	beamed, descending, music, note, sound ;	x 	# V7.0 (🎝) beamed descending musical notes
U+266B ;	text ;	755 ;	beamed, eighth, music, note, sound ;	x 	# V1.1 (♫) beamed eighth notes
U+266C ;	text ;	756 ;	beamed, music, note, sixteenth, sound ;	a 	# V1.1 (♬) beamed sixteenth notes
U+1F3B6 ;	emoji ;	757 ;	activity, music, note, notes, sound ;	j 	# V6.0 (🎶) multiple musical notes
U+266D ;	text ;	758 ;	flat, music, sound ;	x 	# V1.1 (♭) music flat sign
U+266E ;	text ;	759 ;	music, natural, sound ;	x 	# V1.1 (♮) music natural sign
U+266F ;	text ;	760 ;	music, sharp, sound ;	x 	# V1.1 (♯) music sharp sign
U+1F398 ;	emoji ;	761 ;	keyboard, music, object, sound, wired ;	w 	# V7.0 (🎘) musical keyboard with jacks
U+1F399 ;	emoji ;	762 ;	mic, microphone, music, object, sound, studio ;	w 	# V7.0 (🎙) studio microphone
U+1F39A ;	emoji ;	763 ;	level, music, object, slider, sound ;	w 	# V7.0 (🎚) level slider
U+1F39B ;	emoji ;	764 ;	control, knobs, music, object, sound ;	w 	# V7.0 (🎛) control knobs
U+1F3A4 ;	emoji ;	765 ;	activity, entertainment, karaoke, mic, microphone, sound ;	j 	# V6.0 (🎤) microphone
U+1F3A7 ;	emoji ;	766 ;	activity, entertainment, headphone, headphones, sound ;	jw 	# V6.0 (🎧) headphone
U+1F3B7 ;	emoji ;	767 ;	activity, instrument, music, sax, saxophone, sound ;	j 	# V6.0 (🎷) saxophone
U+1F3B8 ;	emoji ;	768 ;	activity, guitar, instrument, music, sound ;	j 	# V6.0 (🎸) guitar
U+1F3B9 ;	emoji ;	769 ;	activity, instrument, keyboard, music, piano, sound ;	j 	# V6.0 (🎹) musical keyboard
U+1F3BA ;	emoji ;	770 ;	activity, instrument, music, sound, trumpet ;	j 	# V6.0 (🎺) trumpet
U+1F3BB ;	emoji ;	771 ;	activity, instrument, music, sound, violin ;	j 	# V6.0 (🎻) violin
U+1F4FE ;	emoji ;	772 ;	portable, sound, stereo ;	w 	# V7.0 (📾) portable stereo
U+1F4FB ;	emoji ;	773 ;	object, radio, video ;	jw 	# V6.0 (📻) radio
U+1F4F1 ;	emoji ;	774 ;	cell, communication, iphone, mobile, object, phone ;	j 	# V6.0 (📱) mobile phone
U+1F4F3 ;	emoji ;	775 ;	cell, communication, mobile, mode, object, phone, vibration ;	j 	# V6.0 (📳) vibration mode
U+1F4F4 ;	emoji ;	776 ;	cell, communication, mobile, object, off, phone ;	j 	# V6.0 (📴) mobile phone off
U+1F581 ;	emoji ;	777 ;	clamshell, communication, mobile, phone, sound ;	w 	# V7.0 (🖁) clamshell mobile phone
U+1F4F2 ;	emoji ;	778 ;	arrow, call, calling, cell, communication, finish, mobile, object, phone, receive ;	j 	# V6.0 (📲) mobile phone with rightwards arrow at left
U+1F4F5 ;	emoji ;	779 ;	cell, communication, forbidden, mobile, no, not, object, phone, prohibited ;	x 	# V6.0 (📵) no mobile phones
U+260E ;	text ;	780 ;	office, phone, sound, telephone ;	zaj 	# V1.1 (☎) black telephone
U+1F4DE ;	emoji ;	781 ;	communication, phone, receiver, sound, telephone ;	j 	# V6.0 (📞) telephone receiver
U+260F ;	text ;	782 ;	office, sound, telephone ;	x 	# V1.1 (☏) white telephone
U+2706 ;	text ;	783 ;	office, telephone ;	zw 	# V1.1 (✆) telephone location sign
U+0030 ;	text ;	784 ;	digits ;	x 	# V1.1 (0) digit zero
U+0031 ;	text ;	785 ;	digits ;	x 	# V1.1 (1) digit one
U+0032 ;	text ;	786 ;	digits ;	x 	# V1.1 (2) digit two
U+0033 ;	text ;	787 ;	digits ;	x 	# V1.1 (3) digit three
U+0034 ;	text ;	788 ;	digits ;	x 	# V1.1 (4) digit four
U+0035 ;	text ;	789 ;	digits ;	x 	# V1.1 (5) digit five
U+0036 ;	text ;	790 ;	digits ;	x 	# V1.1 (6) digit six
U+0037 ;	text ;	791 ;	digits ;	x 	# V1.1 (7) digit seven
U+0038 ;	text ;	792 ;	digits ;	x 	# V1.1 (8) digit eight
U+0039 ;	text ;	793 ;	digits ;	x 	# V1.1 (9) digit nine
U+0023 U+20E3 ;	text ;	794 ;	hash, keycap, pound, word ;	j 	# V3.0 (#⃣) keycap number sign
U+002A U+20E3 ;	text ;	795 ;	asterisk, keycap, star ;	x 	# V3.0 (*⃣) keycap asterisk
U+0030 U+20E3 ;	text ;	796 ;	0, keycap, word, zero ;	j 	# V3.0 (0⃣) keycap digit zero
U+0031 U+20E3 ;	text ;	797 ;	1, keycap, one, word ;	j 	# V3.0 (1⃣) keycap digit one
U+0032 U+20E3 ;	text ;	798 ;	2, keycap, two, word ;	j 	# V3.0 (2⃣) keycap digit two
U+0033 U+20E3 ;	text ;	799 ;	3, keycap, three, word ;	j 	# V3.0 (3⃣) keycap digit three
U+0034 U+20E3 ;	text ;	800 ;	4, four, keycap, word ;	j 	# V3.0 (4⃣) keycap digit four
U+0035 U+20E3 ;	text ;	801 ;	5, five, keycap, word ;	j 	# V3.0 (5⃣) keycap digit five
U+0036 U+20E3 ;	text ;	802 ;	6, keycap, six, word ;	j 	# V3.0 (6⃣) keycap digit six
U+0037 U+20E3 ;	text ;	803 ;	7, keycap, seven, word ;	j 	# V3.0 (7⃣) keycap digit seven
U+0038 U+20E3 ;	text ;	804 ;	8, eight, keycap, word ;	j 	# V3.0 (8⃣) keycap digit eight
U+0039 U+20E3 ;	text ;	805 ;	9, keycap, nine, word ;	j 	# V3.0 (9⃣) keycap digit nine
U+1F51F ;	emoji ;	806 ;	10, keycap, ten, word ;	j 	# V6.0 (🔟) keycap ten
U+1F4F6 ;	emoji ;	807 ;	antenna, bars, communication, mobile, object, phone, signal ;	j 	# V6.0 (📶) antenna with bars
U+1F4DF ;	emoji ;	808 ;	communication, office, pager ;	jw 	# V6.0 (📟) pager
U+1F4E0 ;	emoji ;	809 ;	communication, fax, office ;	j 	# V6.0 (📠) fax machine
U+1F3A5 ;	emoji ;	810 ;	activity, camera, cinema, entertainment, movie, object ;	j 	# V6.0 (🎥) movie camera
U+1F3A6 ;	emoji ;	811 ;	activity, camera, cinema, entertainment, film, movie, object ;	j 	# V6.0 (🎦) cinema
U+1F3AC ;	emoji ;	812 ;	activity, clapper, entertainment, movie, object ;	jw 	# V6.0 (🎬) clapper board
U+1F4FD ;	emoji ;	813 ;	cinema, film, movie, object, projector, video ;	w 	# V7.0 (📽) film projector
U+1F4FA ;	emoji ;	814 ;	object, television, tv, video ;	jw 	# V6.0 (📺) television
U+1F4F7 ;	emoji ;	815 ;	camera, object, video ;	jw 	# V6.0 (📷) camera
U+1F4F8 ;	emoji ;	816 ;	camera, flash, object, video ;	x 	# V7.0 (📸) camera with flash
U+1F4F9 ;	emoji ;	817 ;	camera, object, video ;	jw 	# V6.0 (📹) video camera
U+1F4FC ;	emoji ;	818 ;	object, tape, vhs, video, videocassette ;	j 	# V6.0 (📼) videocassette
U+1F505 ;	emoji ;	819 ;	brightness, dim, low, sign ;	x 	# V6.0 (🔅) low brightness symbol
U+1F506 ;	emoji ;	820 ;	bright, brightness, sign ;	x 	# V6.0 (🔆) high brightness symbol
U+1F50D ;	emoji ;	821 ;	glass, magnifying, object, search ;	jw 	# V6.0 (🔍) left-pointing magnifying glass
U+1F50E ;	emoji ;	822 ;	glass, magnifying, object, search ;	j 	# V6.0 (🔎) right-pointing magnifying glass
U+1F52C ;	emoji ;	823 ;	microscope, object, tool ;	x 	# V6.0 (🔬) microscope
U+1F52D ;	emoji ;	824 ;	object, telescope, tool ;	x 	# V6.0 (🔭) telescope
U+1F525 ;	emoji ;	825 ;	fire, flame, object, tool ;	j 	# V6.0 (🔥) fire
U+1F56F ;	emoji ;	826 ;	candle, object ;	w 	# V7.0 (🕯) candle
U+1F4A1 ;	emoji ;	827 ;	bulb, comic, electric, idea, light, object ;	j 	# V6.0 (💡) electric light bulb
U+1F526 ;	emoji ;	828 ;	electric, flashlight, light, object, tool, torch ;	j 	# V6.0 (🔦) electric torch
U+1F3EE ;	emoji ;	829 ;	bar, japanese, lantern, place, red, restaurant ;	j 	# V6.0 (🏮) izakaya lantern
U+1F383 ;	emoji ;	830 ;	activity, celebration, halloween, jack, lantern, object ;	j 	# V6.0 (🎃) jack-o-lantern
U+1F384 ;	emoji ;	831 ;	activity, celebration, christmas, object, tree ;	j 	# V6.0 (🎄) christmas tree
U+1F386 ;	emoji ;	832 ;	activity, celebration, firework, fireworks, object ;	j 	# V6.0 (🎆) fireworks
U+1F387 ;	emoji ;	833 ;	activity, celebration, firework, object, sparkle, sparkler ;	j 	# V6.0 (🎇) firework sparkler
U+2728 ;	emoji ;	834 ;	sign, sparkle, sparkler, sparkles, star ;	j 	# V6.0 (✨) sparkles
U+1F388 ;	emoji ;	835 ;	activity, balloon, celebration, object ;	j 	# V6.0 (🎈) balloon
U+1F389 ;	emoji ;	836 ;	activity, celebration, object, party, popper, tada ;	j 	# V6.0 (🎉) party popper
U+1F38A ;	emoji ;	837 ;	activity, ball, celebration, confetti, object ;	j 	# V6.0 (🎊) confetti ball
U+1F38B ;	emoji ;	838 ;	activity, banner, celebration, japanese, object, tree ;	j 	# V6.0 (🎋) tanabata tree
U+1F38C ;	emoji ;	839 ;	activity, celebration, cross, crossed, flag, japanese ;	j 	# V6.0 (🎌) crossed flags
U+1F38D ;	emoji ;	840 ;	activity, bamboo, celebration, japanese, object, pine, plant ;	j 	# V6.0 (🎍) pine decoration
U+1F38E ;	emoji ;	841 ;	activity, celebration, doll, dolls, festival, japanese ;	j 	# V6.0 (🎎) japanese dolls
U+1F38F ;	emoji ;	842 ;	activity, carp, celebration, flags, object, streamer ;	j 	# V6.0 (🎏) carp streamer
U+1F390 ;	emoji ;	843 ;	activity, celebration, chime, object, wind ;	j 	# V6.0 (🎐) wind chime
U+1F391 ;	emoji ;	844 ;	activity, celebration, ceremony, moon, object ;	j 	# V6.0 (🎑) moon viewing ceremony
U+1F393 ;	emoji ;	845 ;	activity, cap, celebration, graduation, object ;	jw 	# V6.0 (🎓) graduation cap
U+1F3A8 ;	emoji ;	846 ;	activity, art, artist, entertainment, object, paint, palette ;	j 	# V6.0 (🎨) artist palette
U+1F3AF ;	emoji ;	847 ;	activity, bull’s eye, dart, eye, game, hit, object, target ;	j 	# V6.0 (🎯) direct hit
U+1F3B4 ;	emoji ;	848 ;	activity, card, flower, game, japanese, object, playing ;	j 	# V6.0 (🎴) flower playing cards
U+1F380 ;	emoji ;	849 ;	celebration, object, ribbon ;	j 	# V6.0 (🎀) ribbon
U+1F381 ;	emoji ;	850 ;	celebration, gift, object, present, wrapped ;	j 	# V6.0 (🎁) wrapped present
U+1F396 ;	emoji ;	851 ;	celebration, medal, military, object ;	w 	# V7.0 (🎖) military medal
U+1F397 ;	emoji ;	852 ;	celebration, object, reminder, ribbon ;	w 	# V7.0 (🎗) reminder ribbon
U+1F39E ;	emoji ;	853 ;	cinema, entertainment, film, frames, movie, object ;	w 	# V7.0 (🎞) film frames
U+1F39F ;	emoji ;	854 ;	admission, entertainment, object, ticket ;	w 	# V7.0 (🎟) admission tickets
U+1F3F7 ;	emoji ;	855 ;	label, object ;	w 	# V7.0 (🏷) label
U+1F4D4 ;	emoji ;	856 ;	book, cover, decorated, notebook, office ;	j 	# V6.0 (📔) notebook with decorative cover
U+1F4D5 ;	emoji ;	857 ;	book, closed, office ;	j 	# V6.0 (📕) closed book
U+1F4D6 ;	emoji ;	858 ;	book, office, open ;	j 	# V6.0 (📖) open book
U+1F4D7 ;	emoji ;	859 ;	book, green, office ;	j 	# V6.0 (📗) green book
U+1F4D8 ;	emoji ;	860 ;	blue, book, office ;	j 	# V6.0 (📘) blue book
U+1F4D9 ;	emoji ;	861 ;	book, office, orange ;	j 	# V6.0 (📙) orange book
U+1F4DA ;	emoji ;	862 ;	book, books, office ;	jw 	# V6.0 (📚) books
U+1F56E ;	emoji ;	863 ;	book, object ;	w 	# V7.0 (🕮) book
U+1F4D3 ;	emoji ;	864 ;	notebook, office ;	j 	# V6.0 (📓) notebook
U+1F4D2 ;	emoji ;	865 ;	ledger, notebook, office ;	j 	# V6.0 (📒) ledger
U+1F4C3 ;	emoji ;	866 ;	curl, document, office, page ;	j 	# V6.0 (📃) page with curl
U+1F4DC ;	emoji ;	867 ;	office, paper, scroll ;	j 	# V6.0 (📜) scroll
U+1F5B9 ;	emoji ;	868 ;	document, office, text ;	w 	# V7.0 (🖹) document with text
U+1F5BA ;	emoji ;	869 ;	document, office, picture, text ;	w 	# V7.0 (🖺) document with text and picture
U+1F5BB ;	emoji ;	870 ;	document, object, office, picture ;	w 	# V7.0 (🖻) document with picture
U+1F4C4 ;	emoji ;	871 ;	document, office, page ;	j 	# V6.0 (📄) page facing up
U+1F5C5 ;	emoji ;	872 ;	empty, note, office ;	w 	# V7.0 (🗅) empty note
U+1F5C6 ;	emoji ;	873 ;	empty, note, office, page, paper ;	w 	# V7.0 (🗆) empty note page
U+1F5C7 ;	emoji ;	874 ;	empty, note, office, pad ;	w 	# V7.0 (🗇) empty note pad
U+1F5C8 ;	emoji ;	875 ;	note, office ;	w 	# V7.0 (🗈) note
U+1F5C9 ;	emoji ;	876 ;	note, office, page, paper ;	w 	# V7.0 (🗉) note page
U+1F5CA ;	emoji ;	877 ;	note, office, pad ;	w 	# V7.0 (🗊) note pad
U+1F5CB ;	emoji ;	878 ;	document, empty, office ;	w 	# V7.0 (🗋) empty document
U+1F5CC ;	emoji ;	879 ;	empty, office, page, paper ;	w 	# V7.0 (🗌) empty page
U+1F5CD ;	emoji ;	880 ;	empty, office, page ;	w 	# V7.0 (🗍) empty pages
U+1F5CE ;	emoji ;	881 ;	document, office ;	w 	# V7.0 (🗎) document
U+1F5CF ;	emoji ;	882 ;	office, page, paper ;	w 	# V7.0 (🗏) page
U+1F5D0 ;	emoji ;	883 ;	office, page ;	w 	# V7.0 (🗐) pages
U+1F4F0 ;	emoji ;	884 ;	communication, news, newspaper, object, paper ;	j 	# V6.0 (📰) newspaper
U+1F5DE ;	emoji ;	885 ;	news, newspaper, object, paper, rolled ;	w 	# V7.0 (🗞) rolled-up newspaper
U+1F5DF ;	emoji ;	886 ;	circle, object, page, paper, text ;	w 	# V7.0 (🗟) page with circled text
U+1F4D1 ;	emoji ;	887 ;	bookmark, mark, marker, office, tabs ;	j 	# V6.0 (📑) bookmark tabs
U+1F516 ;	emoji ;	888 ;	bookmark, mark, object ;	j 	# V6.0 (🔖) bookmark
U+1F5BC ;	emoji ;	889 ;	frame, object, office, picture ;	w 	# V7.0 (🖼) frame with picture
U+1F5BD ;	emoji ;	890 ;	frame, object, office, tiled ;	w 	# V7.0 (🖽) frame with tiles
U+1F5BE ;	emoji ;	891 ;	frame, object, office ;	w 	# V7.0 (🖾) frame with an x
U+1F4B0 ;	emoji ;	892 ;	bag, dollar, money, moneybag, office ;	jw 	# V6.0 (💰) money bag
U+1F4B4 ;	emoji ;	893 ;	bank, banknote, bill, money, note, office, yen ;	j 	# V6.0 (💴) banknote with yen sign
U+1F4B5 ;	emoji ;	894 ;	bank, banknote, bill, dollar, money, note, office ;	j 	# V6.0 (💵) banknote with dollar sign
U+1F4B6 ;	emoji ;	895 ;	bank, banknote, bill, euro, money, note, office ;	x 	# V6.0 (💶) banknote with euro sign
U+1F4B7 ;	emoji ;	896 ;	bank, banknote, bill, money, note, office, pound ;	x 	# V6.0 (💷) banknote with pound sign
U+1F4B8 ;	emoji ;	897 ;	bank, banknote, bill, dollar, flying, money, note, office, wings ;	j 	# V6.0 (💸) money with wings
U+1F4B1 ;	emoji ;	898 ;	currency, exchange, money, office ;	j 	# V6.0 (💱) currency exchange
U+1F4B2 ;	emoji ;	899 ;	dollar, money, office ;	j 	# V6.0 (💲) heavy dollar sign
U+1F4B3 ;	emoji ;	900 ;	card, credit, office ;	jw 	# V6.0 (💳) credit card
U+1F4B9 ;	emoji ;	901 ;	chart, graph, market, office, rising, trend, upward, yen ;	j 	# V6.0 (💹) chart with upwards trend and yen sign
U+2709 ;	text ;	902 ;	email, envelope, office ;	zj 	# V1.1 (✉) envelope
U+1F582 ;	emoji ;	903 ;	back, communication, envelope, office ;	w 	# V7.0 (🖂) back of envelope
U+1F583 ;	emoji ;	904 ;	communication, envelope, office, stamped ;	w 	# V7.0 (🖃) stamped envelope
U+1F585 ;	emoji ;	905 ;	communication, envelope, flying, office ;	w 	# V7.0 (🖅) flying envelope
U+1F586 ;	emoji ;	906 ;	communication, envelope, office, pen, stamped ;	w 	# V7.0 (🖆) pen over stamped envelope
U+1F4E7 ;	emoji ;	907 ;	communication, e-mail, email, letter, mail, office ;	j 	# V6.0 (📧) e-mail symbol
U+1F4E8 ;	emoji ;	908 ;	communication, email, envelope, incoming, letter, mail, office, receive ;	j 	# V6.0 (📨) incoming envelope
U+1F4E9 ;	emoji ;	909 ;	above, arrow, communication, down, email, envelope, letter, mail, office, outgoing, sent ;	j 	# V6.0 (📩) envelope with downwards arrow above
U+1F584 ;	emoji ;	910 ;	communication, email, envelope, letter, lightning, mail, office ;	w 	# V7.0 (🖄) envelope with lightning
U+1F4E4 ;	emoji ;	911 ;	box, communication, letter, mail, office, outbox, sent, tray ;	jw 	# V6.0 (📤) outbox tray
U+1F4E5 ;	emoji ;	912 ;	box, communication, inbox, letter, mail, office, receive, tray ;	jw 	# V6.0 (📥) inbox tray
U+1F4E6 ;	emoji ;	913 ;	box, communication, office, package, parcel ;	jw 	# V6.0 (📦) package
U+1F4EB ;	emoji ;	914 ;	closed, communication, flag, mail, mailbox, office, postbox ;	jw 	# V6.0 (📫) closed mailbox with raised flag
U+1F4EA ;	emoji ;	915 ;	closed, communication, flag, lowered, mail, mailbox, office, postbox ;	jw 	# V6.0 (📪) closed mailbox with lowered flag
U+1F4EC ;	emoji ;	916 ;	communication, flag, mail, mailbox, office, open, postbox ;	w 	# V6.0 (📬) open mailbox with raised flag
U+1F4ED ;	emoji ;	917 ;	communication, flag, lowered, mail, mailbox, office, open, postbox ;	w 	# V6.0 (📭) open mailbox with lowered flag
U+1F4EE ;	emoji ;	918 ;	communication, mail, mailbox, office, postbox ;	j 	# V6.0 (📮) postbox
U+270E ;	text ;	919 ;	office, pencil ;	z 	# V1.1 (✎) lower right pencil
U+270F ;	text ;	920 ;	office, pencil ;	zj 	# V1.1 (✏) pencil
U+2710 ;	text ;	921 ;	office, pencil ;	z 	# V1.1 (✐) upper right pencil
U+1F589 ;	emoji ;	922 ;	communication, office, pencil ;	w 	# V7.0 (🖉) lower left pencil
U+2711 ;	text ;	923 ;	nib, office ;	z 	# V1.1 (✑) white nib
U+2712 ;	text ;	924 ;	nib, office ;	zj 	# V1.1 (✒) black nib
U+1F58B ;	emoji ;	925 ;	communication, fountain, office, pen ;	w 	# V7.0 (🖋) lower left fountain pen
U+1F58A ;	emoji ;	926 ;	ballpoint, communication, office, pen ;	w 	# V7.0 (🖊) lower left ballpoint pen
U+1F58C ;	emoji ;	927 ;	communication, office, paintbrush ;	w 	# V7.0 (🖌) lower left paintbrush
U+1F58D ;	emoji ;	928 ;	communication, crayon, office ;	w 	# V7.0 (🖍) lower left crayon
U+1F4DD ;	emoji ;	929 ;	communication, memo, office, pencil ;	j 	# V6.0 (📝) memo
U+1F4BB ;	emoji ;	930 ;	computer, office, pc, personal ;	jw 	# V6.0 (💻) personal computer
U+1F5A5 ;	emoji ;	931 ;	computer, desktop, office ;	w 	# V7.0 (🖥) desktop computer
U+1F5A6 ;	emoji ;	932 ;	computer, keyboard, mouse, office ;	w 	# V7.0 (🖦) keyboard and mouse
U+1F5A7 ;	emoji ;	933 ;	3, computer, networked, office, three ;	w 	# V7.0 (🖧) three networked computers
U+1F5A8 ;	emoji ;	934 ;	computer, office, printer ;	w 	# V7.0 (🖨) printer
U+1F5A9 ;	emoji ;	935 ;	calculator, computer, office, pocket ;	w 	# V7.0 (🖩) pocket calculator
U+1F5AE ;	emoji ;	936 ;	computer, keyboard, office ;	w 	# V7.0 (🖮) wired keyboard
U+2328 ;	text ;	937 ;	computer, keyboard, sign ;	x 	# V1.1 (⌨) keyboard
U+1F5AF ;	emoji ;	938 ;	1, button, computer, mouse, office, one ;	w 	# V7.0 (🖯) one button mouse
U+1F5B0 ;	emoji ;	939 ;	2, button, computer, mouse, office, two ;	w 	# V7.0 (🖰) two button mouse
U+1F5B1 ;	emoji ;	940 ;	3, button, computer, mouse, office, three ;	w 	# V7.0 (🖱) three button mouse
U+1F5B2 ;	emoji ;	941 ;	computer, office, trackball ;	w 	# V7.0 (🖲) trackball
U+1F5B3 ;	emoji ;	942 ;	computer, office, personal ;	w 	# V7.0 (🖳) old personal computer
U+1F5B4 ;	emoji ;	943 ;	computer, disk, hard, office ;	w 	# V7.0 (🖴) hard disk
U+1F5B5 ;	emoji ;	944 ;	computer, office, screen ;	w 	# V7.0 (🖵) screen
U+1F5B6 ;	emoji ;	945 ;	computer, office, printer ;	w 	# V7.0 (🖶) printer icon
U+1F5B7 ;	emoji ;	946 ;	computer, fax, office ;	w 	# V7.0 (🖷) fax icon
U+1F5B8 ;	emoji ;	947 ;	computer, disc, office, optical ;	w 	# V7.0 (🖸) optical disc icon
U+1F4BD ;	emoji ;	948 ;	computer, disc, minidisc, office ;	j 	# V6.0 (💽) minidisc
U+1F4BE ;	emoji ;	949 ;	computer, disc, disk, floppy, office ;	j 	# V6.0 (💾) floppy disk
U+1F4BF ;	emoji ;	950 ;	blu-ray, cd, computer, disc, dvd, office, optical ;	jw 	# V6.0 (💿) optical disc
U+1F4C0 ;	emoji ;	951 ;	computer, disc, dvd, office ;	j 	# V6.0 (📀) dvd
U+1F5D4 ;	emoji ;	952 ;	computer, desktop, office, window ;	w 	# V7.0 (🗔) desktop window
U+1F5D5 ;	emoji ;	953 ;	computer, minimize, office ;	w 	# V7.0 (🗕) minimize
U+1F5D6 ;	emoji ;	954 ;	computer, maximize, office ;	w 	# V7.0 (🗖) maximize
U+1F5D7 ;	emoji ;	955 ;	computer, office, overlap ;	w 	# V7.0 (🗗) overlap
U+1F4BC ;	emoji ;	956 ;	briefcase, office ;	j 	# V6.0 (💼) briefcase
U+1F4C1 ;	emoji ;	957 ;	file, folder, office ;	j 	# V6.0 (📁) file folder
U+1F4C2 ;	emoji ;	958 ;	file, folder, office, open ;	j 	# V6.0 (📂) open file folder
U+1F5BF ;	emoji ;	959 ;	folder, office ;	w 	# V7.0 (🖿) black folder
U+1F5C0 ;	emoji ;	960 ;	folder, office ;	w 	# V7.0 (🗀) folder
U+1F5C1 ;	emoji ;	961 ;	folder, office, open ;	w 	# V7.0 (🗁) open folder
U+1F5C2 ;	emoji ;	962 ;	card, dividers, index, office ;	w 	# V7.0 (🗂) card index dividers
U+1F4C5 ;	emoji ;	963 ;	calendar, date, office ;	j 	# V6.0 (📅) calendar
